InventoryID,InventoryDate,Year,Month,PartID,PartName,PartCode,PartCategory,PartDescription,SupplierID,SupplierName,SupplierCity,SupplierCountry,SupplierRating,WarehouseID,WarehouseName,WarehouseLocation,WarehouseCity,QuantityOnHand,QuantityReserved,QuantityDamaged,AvailableQuantity,ReorderLevel,ReorderQuantity,LeadTimeDays,UnitCost,TotalCost,SupplierLeadTime,ReceiveDate,InvoiceNumber,InvoiceAmount,Status,ExpiryDate,StorageLocation,LastStockUpdate,Notes
INV00000073,28-06-2024,2024,5,PART000074,Part 74,PC957151,Tool,Essential component Part 74,SUP0014,Supplier 14,Delhi,India,3.42,WH04,Warehouse 4,West,Delhi,30610,5553,357,24700,3183,10217,28,550.02,13585494,88,01-06-2024,INV811914,38782.27,Discontinued,23-03-2025,Rack-72,20-03-2024,"Stock level: 30610 units, Supplier rating: 3.42"
INV00000074,09-05-2024,2024,6,PART000075,Part 75,PC130096,Packaging,Essential component Part 75,SUP0015,Supplier 15,Bangalore,India,3.26,WH05,Warehouse 5,Central,Bangalore,3074,1866,305,903,917,12123,39,965.97,872270.91,53,15-02-2024,INV578205,75742.99,On Order,23-03-2025,Rack-33,15-01-2024,"Stock level: 3074 units, Supplier rating: 3.26"
INV00000075,23-12-2024,2024,3,PART000076,Part 76,PC685075,Raw Material,Essential component Part 76,SUP0016,Supplier 16,Pune,India,4.67,WH06,Warehouse 6,North,Pune,46570,37811,120,8639,1820,10860,17,63.84,551513.76,49,28-01-2024,INV975580,16897.82,Available,23-03-2025,Rack-36,01-02-2024,"Stock level: 46570 units, Supplier rating: 4.67"
INV00000076,13-09-2024,2024,5,PART000077,Part 77,PC921321,Component,Essential component Part 77,SUP0017,Supplier 17,Hyderabad,India,3.04,WH07,Warehouse 7,South,Hyderabad,4062,3714,258,90,2389,10607,54,489.27,44034.3,68,05-04-2024,INV380985,32437.54,Low Stock,23-03-2025,Rack-96,14-12-2024,"Stock level: 4062 units, Supplier rating: 3.04"
INV00000077,20-01-2024,2024,6,PART000078,Part 78,PC674319,Subassembly,Essential component Part 78,SUP0018,Supplier 18,Chennai,India,3.4,WH08,Warehouse 8,East,Chennai,36295,21300,254,14741,1966,15346,30,146.25,2155871.25,26,20-09-2024,INV506499,88286.11,Out of Stock,23-03-2025,Rack-52,26-10-2024,"Stock level: 36295 units, Supplier rating: 3.4"
INV00000078,16-02-2024,2024,3,PART000079,Part 79,PC917489,Tool,Essential component Part 79,SUP0019,Supplier 19,Kolkata,India,3.9,WH09,Warehouse 9,West,Kolkata,27444,532,245,26667,4630,3357,27,567.5,15133522.5,43,14-05-2024,INV262937,90761.84,Discontinued,23-03-2025,Rack-96,13-04-2024,"Stock level: 27444 units, Supplier rating: 3.9"
INV00000079,21-07-2024,2024,2,PART000080,Part 80,PC809415,Packaging,Essential component Part 80,SUP0020,Supplier 20,Jaipur,India,3,WH10,Warehouse 10,Central,Jaipur,3503,3074,456,-27,440,13191,46,178.51,-4819.77,84,02-08-2024,INV996129,7939.01,On Order,23-03-2025,Rack-64,13-09-2024,"Stock level: 3503 units, Supplier rating: 3.0"
INV00000080,21-04-2024,2024,5,PART000081,Part 81,PC386798,Raw Material,Essential component Part 81,SUP0021,Supplier 21,Mumbai,India,3.85,WH01,Warehouse 1,North,Mumbai,41768,41194,387,187,3180,6331,40,54.4,10172.8,78,16-07-2024,INV927059,74664.76,Available,23-03-2025,Rack-64,10-02-2024,"Stock level: 41768 units, Supplier rating: 3.85"
INV00000081,27-04-2024,2024,1,PART000082,Part 82,PC307423,Component,Essential component Part 82,SUP0022,Supplier 22,Delhi,India,2.63,WH02,Warehouse 2,South,Delhi,21487,16914,124,4449,4095,11468,18,270.24,1202297.76,21,18-09-2024,INV206221,17286.74,Low Stock,15-09-2025,Rack-56,19-02-2024,"Stock level: 21487 units, Supplier rating: 2.63"
INV00000082,12-02-2024,2024,5,PART000083,Part 83,PC974983,Subassembly,Essential component Part 83,SUP0023,Supplier 23,Bangalore,India,3.87,WH03,Warehouse 3,East,Bangalore,6779,1640,380,4759,3193,1575,14,870.1,4140805.9,75,27-03-2024,INV478149,60459.35,Out of Stock,15-09-2025,Rack-77,24-09-2024,"Stock level: 6779 units, Supplier rating: 3.87"
INV00000083,09-07-2024,2024,4,PART000084,Part 84,PC169650,Tool,Essential component Part 84,SUP0024,Supplier 24,Pune,India,3.18,WH04,Warehouse 4,West,Pune,44805,10996,141,33668,330,5279,36,927.73,31234813.64,78,08-09-2024,INV269223,41496.36,Discontinued,15-09-2025,Rack-96,28-12-2024,"Stock level: 44805 units, Supplier rating: 3.18"
INV00000084,03-06-2024,2024,1,PART000085,Part 85,PC405362,Packaging,Essential component Part 85,SUP0025,Supplier 25,Hyderabad,India,2.97,WH05,Warehouse 5,Central,Hyderabad,34804,15579,413,18812,3538,1507,15,113.44,2134033.28,58,20-06-2024,INV191941,74559.77,On Order,10-09-2025,Rack-37,27-10-2024,"Stock level: 34804 units, Supplier rating: 2.97"
INV00000085,02-01-2024,2024,9,PART000086,Part 86,PC853560,Raw Material,Essential component Part 86,SUP0026,Supplier 26,Chennai,India,3.77,WH06,Warehouse 6,North,Chennai,37193,10008,206,26979,1970,17084,57,725.94,19585135.26,65,17-04-2024,INV494425,97279.88,Available,22-03-2025,Rack-10,03-03-2024,"Stock level: 37193 units, Supplier rating: 3.77"
INV00000086,13-07-2024,2024,2,PART000087,Part 87,PC760883,Component,Essential component Part 87,SUP0027,Supplier 27,Kolkata,India,3.72,WH07,Warehouse 7,South,Kolkata,20658,3125,56,17477,4638,4300,28,68.62,1199271.74,66,18-04-2024,INV138061,35653.71,Low Stock,23-04-2025,Rack-75,13-02-2024,"Stock level: 20658 units, Supplier rating: 3.72"
INV00000087,06-09-2024,2024,3,PART000088,Part 88,PC697330,Subassembly,Essential component Part 88,SUP0028,Supplier 28,Jaipur,India,4.77,WH08,Warehouse 8,East,Jaipur,48014,13067,410,34537,4887,7993,31,836.47,28889164.39,82,24-01-2024,INV570837,74893.41,Out of Stock,23-04-2025,Rack-30,05-05-2024,"Stock level: 48014 units, Supplier rating: 4.77"
INV00000088,07-08-2024,2024,10,PART000089,Part 89,PC334298,Tool,Essential component Part 89,SUP0029,Supplier 29,Mumbai,India,2.74,WH09,Warehouse 9,West,Mumbai,47033,13623,247,33163,4836,7060,57,971.86,32229793.18,79,08-10-2024,INV724165,92840.57,Discontinued,23-04-2025,Rack-48,13-03-2024,"Stock level: 47033 units, Supplier rating: 2.74"
INV00000089,21-12-2024,2024,4,PART000090,Part 90,PC973579,Packaging,Essential component Part 90,SUP0030,Supplier 30,Delhi,India,4.79,WH10,Warehouse 10,Central,Delhi,38213,37408,93,712,1901,17032,54,69.85,49733.2,21,17-06-2024,INV808758,21219.18,On Order,23-04-2025,Rack-50,26-05-2024,"Stock level: 38213 units, Supplier rating: 4.79"
INV00000090,06-01-2024,2024,5,PART000091,Part 91,PC881919,Raw Material,Essential component Part 91,SUP0031,Supplier 31,Bangalore,India,2.16,WH01,Warehouse 1,North,Bangalore,26303,14670,96,11537,2287,2963,44,903.48,10423448.76,26,14-01-2024,INV481523,46261.09,Available,12-10-2025,Rack-63,01-01-2024,"Stock level: 26303 units, Supplier rating: 2.16"
INV00000091,04-11-2024,2024,6,PART000092,Part 92,PC138019,Component,Essential component Part 92,SUP0032,Supplier 32,Pune,India,4.6,WH02,Warehouse 2,South,Pune,30598,30242,429,-73,903,14207,36,249.18,-18190.14,11,05-06-2024,INV530354,6652.86,Low Stock,12-10-2025,Rack-80,05-09-2024,"Stock level: 30598 units, Supplier rating: 4.6"
INV00000092,23-07-2024,2024,11,PART000093,Part 93,PC931108,Subassembly,Essential component Part 93,SUP0033,Supplier 33,Hyderabad,India,2.77,WH03,Warehouse 3,East,Hyderabad,45207,1772,289,43146,2605,5308,9,27.22,1174434.12,81,12-06-2024,INV595450,18531,Out of Stock,12-10-2025,Rack-75,15-04-2024,"Stock level: 45207 units, Supplier rating: 2.77"
INV00000093,26-09-2024,2024,9,PART000094,Part 94,PC120463,Tool,Essential component Part 94,SUP0034,Supplier 34,Chennai,India,2.29,WH04,Warehouse 4,West,Chennai,43718,38296,228,5194,3389,16740,59,827.72,4299177.68,72,28-05-2024,INV942939,5761.87,Discontinued,24-01-2025,Rack-98,16-03-2024,"Stock level: 43718 units, Supplier rating: 2.29"
INV00000094,18-01-2024,2024,9,PART000095,Part 95,PC607595,Packaging,Essential component Part 95,SUP0035,Supplier 35,Kolkata,India,2.37,WH05,Warehouse 5,Central,Kolkata,4475,3116,484,875,1505,12943,55,619.57,542123.75,85,27-05-2024,INV848128,3238.53,On Order,24-01-2025,Rack-77,24-08-2024,"Stock level: 4475 units, Supplier rating: 2.37"
INV00000095,25-07-2024,2024,4,PART000096,Part 96,PC614070,Raw Material,Essential component Part 96,SUP0036,Supplier 36,Jaipur,India,3.88,WH06,Warehouse 6,North,Jaipur,4901,2658,379,1864,650,3831,39,901.62,1680619.68,26,20-06-2024,INV112585,83445.02,Available,24-01-2025,Rack-68,22-02-2024,"Stock level: 4901 units, Supplier rating: 3.88"
INV00000096,01-11-2024,2024,3,PART000097,Part 97,PC768371,Component,Essential component Part 97,SUP0037,Supplier 37,Mumbai,India,2.54,WH07,Warehouse 7,South,Mumbai,20311,8921,335,11055,896,7371,8,137.22,1516967.1,65,21-06-2024,INV447586,10521.3,Low Stock,24-01-2025,Rack-83,27-04-2024,"Stock level: 20311 units, Supplier rating: 2.54"
INV00000097,16-06-2024,2024,3,PART000098,Part 98,PC266801,Subassembly,Essential component Part 98,SUP0038,Supplier 38,Delhi,India,4.87,WH08,Warehouse 8,East,Delhi,18591,17044,270,1277,1660,17857,8,688.96,879801.92,55,03-03-2024,INV363208,95401.03,Out of Stock,13-01-2025,Rack-61,06-01-2024,"Stock level: 18591 units, Supplier rating: 4.87"
INV00000098,14-08-2024,2024,2,PART000099,Part 99,PC747979,Tool,Essential component Part 99,SUP0039,Supplier 39,Bangalore,India,3.08,WH09,Warehouse 9,West,Bangalore,19898,9376,349,10173,587,3385,41,542.05,5514274.65,71,05-07-2024,INV300105,30106.82,Discontinued,13-01-2025,Rack-4,14-06-2024,"Stock level: 19898 units, Supplier rating: 3.08"
INV00000099,26-10-2024,2024,4,PART000100,Part 100,PC614464,Packaging,Essential component Part 100,SUP0040,Supplier 40,Pune,India,2.57,WH10,Warehouse 10,Central,Pune,37110,8165,285,28660,4913,17659,43,546.6,15665556,65,15-09-2024,INV732449,47508.16,On Order,13-01-2025,Rack-49,10-01-2024,"Stock level: 37110 units, Supplier rating: 2.57"
INV00000100,11-04-2024,2024,7,PART000101,Part 101,PC988843,Raw Material,Essential component Part 101,SUP0041,Supplier 41,Hyderabad,India,3.74,WH01,Warehouse 1,North,Hyderabad,5073,296,206,4571,2337,3724,32,269.81,1233301.51,21,02-05-2024,INV362051,61390.21,Available,06-05-2025,Rack-22,22-11-2024,"Stock level: 5073 units, Supplier rating: 3.74"
INV00000101,19-03-2024,2024,11,PART000102,Part 102,PC246266,Component,Essential component Part 102,SUP0042,Supplier 42,Chennai,India,4.34,WH02,Warehouse 2,South,Chennai,23598,12589,169,10840,2260,1927,36,375.89,4074647.6,22,04-01-2024,INV218306,95153.56,Low Stock,13-12-2025,Rack-26,18-12-2024,"Stock level: 23598 units, Supplier rating: 4.34"
INV00000102,02-05-2024,2024,6,PART000103,Part 103,PC542989,Subassembly,Essential component Part 103,SUP0043,Supplier 43,Kolkata,India,3.21,WH03,Warehouse 3,East,Kolkata,38196,6644,184,31368,4629,6417,19,903.92,28354162.56,40,19-07-2024,INV763131,11269.11,Out of Stock,13-12-2025,Rack-78,06-04-2024,"Stock level: 38196 units, Supplier rating: 3.21"
INV00000103,27-09-2024,2024,5,PART000104,Part 104,PC389092,Tool,Essential component Part 104,SUP0044,Supplier 44,Jaipur,India,4.67,WH04,Warehouse 4,West,Jaipur,12469,8450,244,3775,2903,17688,34,925.52,3493838,57,26-04-2024,INV872905,70523.48,Discontinued,13-12-2025,Rack-48,22-06-2024,"Stock level: 12469 units, Supplier rating: 4.67"
INV00000104,25-11-2024,2024,5,PART000105,Part 105,PC779814,Packaging,Essential component Part 105,SUP0045,Supplier 45,Mumbai,India,3.49,WH05,Warehouse 5,Central,Mumbai,13825,5053,43,8729,340,11962,33,635.4,5546406.6,19,07-09-2024,INV108535,8700.95,On Order,08-06-2025,Rack-83,28-05-2024,"Stock level: 13825 units, Supplier rating: 3.49"
INV00000105,23-06-2024,2024,12,PART000106,Part 106,PC458831,Raw Material,Essential component Part 106,SUP0046,Supplier 46,Delhi,India,2.15,WH06,Warehouse 6,North,Delhi,46113,14868,141,31104,2492,14460,16,730.03,22706853.12,18,27-05-2024,INV771696,68826.75,Available,08-06-2025,Rack-50,13-07-2024,"Stock level: 46113 units, Supplier rating: 2.15"
INV00000106,09-04-2024,2024,12,PART000107,Part 107,PC462072,Component,Essential component Part 107,SUP0047,Supplier 47,Bangalore,India,4.66,WH07,Warehouse 7,South,Bangalore,45060,29709,379,14972,2359,17289,29,550.78,8246278.16,80,17-03-2024,INV994195,66394.54,Low Stock,08-06-2025,Rack-74,07-11-2024,"Stock level: 45060 units, Supplier rating: 4.66"
INV00000107,09-01-2024,2024,10,PART000108,Part 108,PC364532,Subassembly,Essential component Part 108,SUP0048,Supplier 48,Pune,India,3.6,WH08,Warehouse 8,East,Pune,648,357,417,-126,4501,16108,14,359.84,-45339.84,83,01-03-2024,INV995619,14441.06,Out of Stock,13-09-2025,Rack-54,20-09-2024,"Stock level: 648 units, Supplier rating: 3.6"
INV00000108,26-05-2024,2024,4,PART000109,Part 109,PC252345,Tool,Essential component Part 109,SUP0049,Supplier 49,Hyderabad,India,3.98,WH09,Warehouse 9,West,Hyderabad,31258,4131,162,26965,4478,10745,46,355.24,9579046.6,54,25-04-2024,INV408387,22754.68,Discontinued,28-09-2025,Rack-15,10-12-2024,"Stock level: 31258 units, Supplier rating: 3.98"
INV00000109,04-01-2024,2024,5,PART000110,Part 110,PC329033,Packaging,Essential component Part 110,SUP0050,Supplier 50,Chennai,India,2.3,WH10,Warehouse 10,Central,Chennai,7269,2672,408,4189,4035,2618,37,373.06,1562748.34,58,14-08-2024,INV966620,97005.24,On Order,16-05-2025,Rack-11,01-04-2024,"Stock level: 7269 units, Supplier rating: 2.3"
INV00000110,28-02-2024,2024,7,PART000111,Part 111,PC410330,Raw Material,Essential component Part 111,SUP0051,Supplier 51,Kolkata,India,2.4,WH01,Warehouse 1,North,Kolkata,39365,12537,245,26583,3744,10902,22,525.42,13967239.86,14,12-06-2024,INV247215,52604.73,Available,15-09-2025,Rack-17,03-09-2024,"Stock level: 39365 units, Supplier rating: 2.4"
INV00000111,27-07-2024,2024,9,PART000112,Part 112,PC909619,Component,Essential component Part 112,SUP0052,Supplier 52,Jaipur,India,4.4,WH02,Warehouse 2,South,Jaipur,41517,19113,91,22313,3355,14087,21,374.19,8349301.47,55,04-07-2024,INV406858,33221.68,Low Stock,15-09-2025,Rack-47,22-10-2024,"Stock level: 41517 units, Supplier rating: 4.4"
INV00000112,16-12-2024,2024,9,PART000113,Part 113,PC421260,Subassembly,Essential component Part 113,SUP0053,Supplier 53,Mumbai,India,4.07,WH03,Warehouse 3,East,Mumbai,25551,5922,249,19380,2171,1255,50,103.41,2004085.8,80,02-07-2024,INV396753,91971.78,Out of Stock,15-09-2025,Rack-44,06-10-2024,"Stock level: 25551 units, Supplier rating: 4.07"
INV00000113,14-09-2024,2024,12,PART000114,Part 114,PC431566,Tool,Essential component Part 114,SUP0054,Supplier 54,Delhi,India,2.72,WH04,Warehouse 4,West,Delhi,2175,1088,488,599,4888,6852,13,19.24,11524.76,15,01-11-2024,INV713109,85341.51,Discontinued,15-09-2025,Rack-59,09-10-2024,"Stock level: 2175 units, Supplier rating: 2.72"
INV00000114,06-08-2024,2024,2,PART000115,Part 115,PC677806,Packaging,Essential component Part 115,SUP0055,Supplier 55,Bangalore,India,4.73,WH05,Warehouse 5,Central,Bangalore,46493,20497,17,25979,3082,18890,60,889.44,23106761.76,19,14-07-2024,INV381371,50886.18,On Order,15-09-2025,Rack-9,13-02-2024,"Stock level: 46493 units, Supplier rating: 4.73"
INV00000115,20-06-2024,2024,4,PART000116,Part 116,PC724249,Raw Material,Essential component Part 116,SUP0056,Supplier 56,Pune,India,4.96,WH06,Warehouse 6,North,Pune,39615,23141,404,16070,3908,12113,5,296.93,4771665.1,85,18-05-2024,INV999371,68236.52,Available,15-09-2025,Rack-92,17-01-2024,"Stock level: 39615 units, Supplier rating: 4.96"
INV00000116,25-10-2024,2024,2,PART000117,Part 117,PC619708,Component,Essential component Part 117,SUP0057,Supplier 57,Hyderabad,India,2.5,WH07,Warehouse 7,South,Hyderabad,23803,9302,442,14059,2780,3781,19,295.64,4156402.76,31,24-06-2024,INV496106,45563.98,Low Stock,15-09-2025,Rack-35,21-01-2024,"Stock level: 23803 units, Supplier rating: 2.5"
INV00000117,16-08-2024,2024,3,PART000118,Part 118,PC807673,Subassembly,Essential component Part 118,SUP0058,Supplier 58,Chennai,India,2.83,WH08,Warehouse 8,East,Chennai,2579,739,394,1446,1288,10228,41,864.15,1249560.9,60,19-11-2024,INV422971,42151.48,Out of Stock,15-09-2025,Rack-67,27-02-2024,"Stock level: 2579 units, Supplier rating: 2.83"
INV00000118,09-11-2024,2024,7,PART000119,Part 119,PC507163,Tool,Essential component Part 119,SUP0059,Supplier 59,Kolkata,India,2.47,WH09,Warehouse 9,West,Kolkata,26369,457,104,25808,2537,1750,53,315.24,8135713.92,70,21-03-2024,INV519421,48245.36,Discontinued,15-09-2025,Rack-11,12-01-2024,"Stock level: 26369 units, Supplier rating: 2.47"
INV00000119,19-03-2024,2024,12,PART000120,Part 120,PC745192,Packaging,Essential component Part 120,SUP0060,Supplier 60,Jaipur,India,4.34,WH10,Warehouse 10,Central,Jaipur,24850,17664,238,6948,1579,19821,36,345.36,2399561.28,8,20-06-2024,INV368393,21283.84,On Order,12-01-2025,Rack-1,27-11-2024,"Stock level: 24850 units, Supplier rating: 4.34"
INV00000120,01-08-2024,2024,4,PART000121,Part 121,PC172588,Raw Material,Essential component Part 121,SUP0001,Supplier 1,Mumbai,India,3.66,WH01,Warehouse 1,North,Mumbai,34070,17222,124,16724,919,5141,13,595.19,9953957.56,82,05-02-2024,INV438704,9146.18,Available,13-08-2025,Rack-85,16-08-2024,"Stock level: 34070 units, Supplier rating: 3.66"
INV00000121,24-01-2024,2024,3,PART000122,Part 122,PC762118,Component,Essential component Part 122,SUP0002,Supplier 2,Delhi,India,2.59,WH02,Warehouse 2,South,Delhi,6751,2243,383,4125,4928,16944,43,356.65,1471181.25,63,07-09-2024,INV595611,83974.35,Low Stock,13-08-2025,Rack-47,25-06-2024,"Stock level: 6751 units, Supplier rating: 2.59"
INV00000122,18-10-2024,2024,3,PART000123,Part 123,PC244389,Subassembly,Essential component Part 123,SUP0003,Supplier 3,Bangalore,India,3.72,WH03,Warehouse 3,East,Bangalore,18971,15936,80,2955,3766,15998,53,745.78,2203779.9,34,18-05-2024,INV592817,35752.89,Out of Stock,09-01-2025,Rack-30,05-01-2024,"Stock level: 18971 units, Supplier rating: 3.72"
INV00000123,26-09-2024,2024,4,PART000124,Part 124,PC325248,Tool,Essential component Part 124,SUP0004,Supplier 4,Pune,India,4.38,WH04,Warehouse 4,West,Pune,10825,8118,353,2354,3268,15100,48,717.5,1688995,21,04-12-2024,INV437702,35559.07,Discontinued,09-01-2025,Rack-43,28-09-2024,"Stock level: 10825 units, Supplier rating: 4.38"
INV00000124,04-09-2024,2024,5,PART000125,Part 125,PC638858,Packaging,Essential component Part 125,SUP0005,Supplier 5,Hyderabad,India,4.44,WH05,Warehouse 5,Central,Hyderabad,35973,18614,50,17309,187,949,52,350.75,6071131.75,50,04-01-2024,INV618568,93951.89,On Order,09-01-2025,Rack-53,02-04-2024,"Stock level: 35973 units, Supplier rating: 4.44"
INV00000125,21-03-2024,2024,9,PART000126,Part 126,PC627062,Raw Material,Essential component Part 126,SUP0006,Supplier 6,Chennai,India,3.94,WH06,Warehouse 6,North,Chennai,48327,37911,324,10092,1343,18380,6,188.2,1899314.4,17,20-04-2024,INV799759,8439.41,Available,09-01-2025,Rack-59,18-05-2024,"Stock level: 48327 units, Supplier rating: 3.94"
INV00000126,07-03-2024,2024,3,PART000127,Part 127,PC922736,Component,Essential component Part 127,SUP0007,Supplier 7,Kolkata,India,4.75,WH07,Warehouse 7,South,Kolkata,25402,9473,308,15621,429,11619,42,832.06,12997609.26,7,09-02-2024,INV607423,52309.51,Low Stock,14-12-2025,Rack-63,04-10-2024,"Stock level: 25402 units, Supplier rating: 4.75"
INV00000127,26-02-2024,2024,9,PART000128,Part 128,PC403262,Subassembly,Essential component Part 128,SUP0008,Supplier 8,Jaipur,India,4.16,WH08,Warehouse 8,East,Jaipur,19129,14162,1,4966,3096,10106,19,755.07,3749677.62,37,15-06-2024,INV657276,1317.39,Out of Stock,14-12-2025,Rack-73,10-04-2024,"Stock level: 19129 units, Supplier rating: 4.16"
INV00000128,28-05-2024,2024,12,PART000129,Part 129,PC314380,Tool,Essential component Part 129,SUP0009,Supplier 9,Mumbai,India,4.86,WH09,Warehouse 9,West,Mumbai,45552,6557,168,38827,1029,7784,42,507.18,19692277.86,72,04-04-2024,INV866828,90611.68,Discontinued,14-12-2025,Rack-53,10-10-2024,"Stock level: 45552 units, Supplier rating: 4.86"
INV00000129,21-07-2024,2024,12,PART000130,Part 130,PC856578,Packaging,Essential component Part 130,SUP0010,Supplier 10,Delhi,India,2.99,WH10,Warehouse 10,Central,Delhi,13715,7873,266,5576,2905,17297,37,122.08,680718.08,77,21-06-2024,INV541080,62866.4,On Order,14-12-2025,Rack-25,06-01-2024,"Stock level: 13715 units, Supplier rating: 2.99"
INV00000130,15-03-2024,2024,5,PART000131,Part 131,PC910445,Raw Material,Essential component Part 131,SUP0011,Supplier 11,Bangalore,India,2.76,WH01,Warehouse 1,North,Bangalore,7445,4422,309,2714,2930,18216,45,996.39,2704202.46,87,01-07-2024,INV997056,78555.32,Available,14-12-2025,Rack-53,28-10-2024,"Stock level: 7445 units, Supplier rating: 2.76"
INV00000131,12-11-2024,2024,3,PART000132,Part 132,PC291399,Component,Essential component Part 132,SUP0012,Supplier 12,Pune,India,2.9,WH02,Warehouse 2,South,Pune,30617,22274,496,7847,3196,6178,42,896.29,7033187.63,88,08-01-2024,INV635283,81786.51,Low Stock,14-12-2025,Rack-87,09-06-2024,"Stock level: 30617 units, Supplier rating: 2.9"
INV00000132,02-03-2024,2024,3,PART000133,Part 133,PC581666,Subassembly,Essential component Part 133,SUP0013,Supplier 13,Hyderabad,India,3.68,WH03,Warehouse 3,East,Hyderabad,40808,25550,147,15111,4121,1729,43,536.61,8108713.71,85,20-10-2024,INV968881,76533.36,Out of Stock,12-08-2025,Rack-53,28-01-2024,"Stock level: 40808 units, Supplier rating: 3.68"
INV00000133,27-02-2024,2024,12,PART000134,Part 134,PC428404,Tool,Essential component Part 134,SUP0014,Supplier 14,Chennai,India,3.44,WH04,Warehouse 4,West,Chennai,37484,8643,409,28432,4733,12438,49,184.75,5252812,5,21-11-2024,INV914831,21172.25,Discontinued,12-08-2025,Rack-83,10-10-2024,"Stock level: 37484 units, Supplier rating: 3.44"
